Date,Latitude,Longitude,risk_factor,risk_level
2025-05-21 12:30:00,41.879383612,-87.634124064,4.0,Low
2025-05-21 12:30:00,41.884481993,-87.630010542,7.0,Medium
2025-05-21 12:30:00,41.879383612,-87.634124064,4.0,Low
2025-05-21 12:29:00,41.868435518,-87.625846844,10.0,High
2025-05-21 12:16:00,41.893469034,-87.632648229,7.0,Medium
2025-05-21 12:10:00,41.883500187,-87.627876698,9.0,High
2025-05-21 11:45:00,41.893594981,-87.628118216,8.0,High
2025-05-21 11:45:00,41.884546689,-87.616947314,7.0,Medium
2025-05-21 11:25:00,41.86821682,-87.6304532,5.0,Medium
2025-05-21 09:55:00,41.881949766,-87.647367397,7.0,Medium
2025-05-21 09:47:00,41.877816835,-87.624307643,7.0,Medium
2025-05-21 08:30:00,41.893138143,-87.637804833,7.0,Medium
2025-05-21 07:46:00,41.893469034,-87.632648229,7.0,Medium
2025-05-21 07:09:00,41.876757339,-87.626052489,5.0,Medium
2025-05-21 06:45:00,41.887711996,-87.617139647,7.0,Medium
2025-05-21 06:00:00,41.880775433,-87.627029031,8.0,High
2025-05-21 03:47:00,41.887560322,-87.61746085,9.0,High
2025-05-21 02:50:00,41.880108035,-87.647309981,5.0,Medium
2025-05-21 00:55:00,41.873968788,-87.625987769,9.0,High
2025-05-21 00:07:00,41.868034106,-87.639215155,4.0,Low
2025-05-20 23:40:00,41.886202772,-87.620685715,7.0,Medium
2025-05-20 23:25:00,41.890910853,-87.614356731,4.0,Low
2025-05-20 23:14:00,41.871461723,-87.627517093,8.0,High
2025-05-20 23:00:00,41.880366516,-87.6243529,6.0,Medium
2025-05-20 22:59:00,41.890910853,-87.614356731,4.0,Low
2025-05-20 21:54:00,41.888320033,-87.628033006,4.0,Low
2025-05-20 20:59:00,41.872565998,-87.620583873,3.0,Low
2025-05-20 20:53:00,41.885481891,-87.627935689,2.0,Low
2025-05-20 20:30:00,41.874395182,-87.640563631,10.0,High
2025-05-20 20:20:00,41.891694878,-87.626155832,5.0,Medium
2025-05-20 18:35:00,41.873883785,-87.624218932,5.0,Medium
2025-05-20 18:30:00,41.890098742,-87.646670556,7.0,Medium
2025-05-20 18:00:00,41.866578077,-87.624134464,7.0,Medium
2025-05-20 18:00:00,41.874418933,-87.625556882,7.0,Medium
2025-05-20 17:46:00,41.893469034,-87.632648229,7.0,Medium
2025-05-20 17:45:00,41.893469034,-87.632648229,7.0,Medium
2025-05-20 17:35:00,41.88233367,-87.627841791,6.0,Medium
2025-05-20 17:33:00,41.88171846,-87.627760426,7.0,Medium
2025-05-20 17:00:00,41.889243709,-87.628742677,4.0,Low
2025-05-20 17:00:00,41.883099003,-87.65002851,4.0,Low
2025-05-20 17:00:00,41.885702079,-87.642031644,7.0,Medium
2025-05-20 16:45:00,41.876607964,-87.627644063,9.0,High
2025-05-20 16:45:00,41.875625633,-87.629450396,7.0,Medium
2025-05-20 16:30:00,41.87178962,-87.633564301,8.0,High
2025-05-20 16:00:00,41.874418933,-87.625556882,7.0,Medium
2025-05-20 15:00:00,41.87813609,-87.632055653,5.0,Medium
2025-05-20 14:45:00,41.883401379,-87.627874112,5.0,Medium
2025-05-20 14:30:00,41.878123916,-87.633208786,5.0,Medium
2025-05-20 14:13:00,41.86821682,-87.6304532,5.0,Medium
2025-05-20 14:01:00,41.891062111,-87.617043461,7.0,Medium
2025-05-20 12:40:00,41.88946287,-87.624222942,7.0,Medium
2025-05-20 12:09:00,41.869519069,-87.639268848,8.0,High
2025-05-20 11:55:00,41.893223483,-87.63153437,7.0,Medium
2025-05-20 11:54:00,41.884790951,-87.624469241,5.0,Medium
2025-05-20 11:41:00,41.864493678,-87.639158,5.0,Medium
2025-05-20 10:55:00,41.88171846,-87.627760426,7.0,Medium
2025-05-20 09:00:00,41.867206743,-87.643090037,7.0,Medium
2025-05-20 07:36:00,41.864493678,-87.639158,5.0,Medium
2025-05-20 05:43:00,41.89112033,-87.634058514,7.0,Medium
2025-05-20 03:56:00,41.882394062,-87.627844798,7.0,Medium
2025-05-20 03:40:00,41.875588919,-87.632421308,7.0,Medium
2025-05-20 00:30:00,41.881526212,-87.630869196,6.0,Medium
2025-05-20 00:00:00,41.884650262,-87.627915459,5.0,Medium
2025-05-19 23:57:00,41.881883933,-87.640060441,4.0,Low
2025-05-19 23:35:00,41.871553563,-87.633555861,4.0,Low
2025-05-19 23:17:00,41.887064149,-87.629534177,2.0,Low
2025-05-19 22:29:00,41.869698974,-87.630495707,7.0,Medium
2025-05-19 21:40:00,41.890119533,-87.625240352,4.0,Low
2025-05-19 21:00:00,41.87178962,-87.633564301,4.0,Low
2025-05-19 19:27:00,41.868528861,-87.625853158,8.0,High
2025-05-19 19:10:00,41.867428687,-87.626342565,2.0,Low
2025-05-19 18:47:00,41.893469034,-87.632648229,7.0,Medium
2025-05-19 18:47:00,41.893469034,-87.632648229,7.0,Medium
2025-05-19 18:20:00,41.892983917,-87.620265093,4.0,Low
2025-05-19 18:04:00,41.883219043,-87.627229799,4.0,Low
2025-05-19 18:02:00,41.883475491,-87.627876969,7.0,Medium
2025-05-19 17:59:00,41.86821682,-87.6304532,5.0,Medium
2025-05-19 17:20:00,41.889934493,-87.637619229,7.0,Medium
2025-05-19 17:15:00,41.877600872,-87.635193673,8.0,High
2025-05-19 16:50:00,41.877600872,-87.635193673,4.0,Low
2025-05-19 16:30:00,41.861161041,-87.627270627,6.0,Medium
2025-05-19 16:12:00,41.883475491,-87.627876969,7.0,Medium
2025-05-19 16:00:00,41.887338112,-87.624551258,8.0,High
2025-05-19 15:38:00,41.881951992,-87.633185359,7.0,Medium
2025-05-19 15:00:00,41.877981539,-87.644608125,7.0,Medium
2025-05-19 15:00:00,41.86821682,-87.6304532,5.0,Medium
2025-05-19 14:58:00,41.878630716,-87.636673298,4.0,Low
2025-05-19 14:44:00,41.890030224,-87.630357348,9.0,High
2025-05-19 14:16:00,41.891023035,-87.619141016,8.0,High
2025-05-19 13:50:00,41.881691019,-87.627760728,7.0,Medium
2025-05-19 13:00:00,41.869749161,-87.640107132,7.0,Medium
2025-05-19 13:00:00,41.876607964,-87.627644063,5.0,Medium
2025-05-19 12:25:00,41.891694878,-87.626155832,5.0,Medium
2025-05-19 12:15:00,41.895003278,-87.62152816,8.0,High
2025-05-19 10:00:00,41.87922222,-87.633758619,7.0,Medium
2025-05-19 10:00:00,41.895003278,-87.62152816,4.0,Low
2025-05-19 09:57:00,41.885901992,-87.632455489,4.0,Low
2025-05-19 09:35:00,41.88171846,-87.627760426,7.0,Medium
2025-05-19 09:32:00,41.86821682,-87.6304532,5.0,Medium
2025-05-19 08:31:00,41.88171846,-87.627760426,7.0,Medium
2025-05-19 08:30:00,41.879083482,-87.630811493,7.0,Medium
2025-05-19 08:15:00,41.884650262,-87.627915459,7.0,Medium
2025-05-19 06:30:00,41.891062111,-87.617043461,10.0,High
2025-05-19 03:05:00,41.881847601,-87.641772074,7.0,Medium
2025-05-19 02:04:00,41.893469034,-87.632648229,2.0,Low
2025-05-19 00:30:00,41.890258925,-87.629612961,10.0,High
2025-05-19 00:01:00,41.890057206,-87.628491342,4.0,Low
2025-05-18 22:37:00,41.867428687,-87.626342565,9.0,High
2025-05-18 22:30:00,41.889906681,-87.624100509,9.0,High
2025-05-18 19:27:00,41.892483509,-87.627215916,10.0,High
2025-05-18 18:30:00,41.87799875,-87.642904147,7.0,Medium
2025-05-18 18:30:00,41.882424852,-87.624377884,7.0,Medium
2025-05-18 18:00:00,41.875625633,-87.629450396,4.0,Low
2025-05-18 17:35:00,41.876389107,-87.64953085,8.0,High
2025-05-18 17:30:00,41.884484068,-87.623213022,7.0,Medium
2025-05-18 17:08:00,41.882394062,-87.627844798,7.0,Medium
2025-05-18 16:54:00,41.868541914,-87.639235361,2.0,Low
2025-05-18 16:36:00,41.873112587,-87.626434141,7.0,Medium
2025-05-18 15:40:00,41.881446731,-87.627752399,7.0,Medium
2025-05-18 15:36:00,41.879224117,-87.64680535,4.0,Low
2025-05-18 14:30:00,41.862246411,-87.625713167,4.0,Low
2025-05-18 14:15:00,41.883219043,-87.627229799,7.0,Medium
2025-05-18 14:01:00,41.880021867,-87.650810399,9.0,High
2025-05-18 14:00:00,41.883500187,-87.627876698,7.0,Medium
2025-05-18 14:00:00,41.895140898,-87.624255632,5.0,Medium
2025-05-18 13:27:00,41.893469034,-87.632648229,7.0,Medium
2025-05-18 12:30:00,41.891280766,-87.631118582,8.0,High
2025-05-18 12:25:00,41.893223483,-87.63153437,7.0,Medium
2025-05-18 12:05:00,41.893469034,-87.632648229,7.0,Medium
2025-05-18 12:00:00,41.889906681,-87.624100509,7.0,Medium
2025-05-18 12:00:00,41.894953491,-87.637131354,4.0,Low
2025-05-18 12:00:00,41.894886472,-87.627501647,4.0,Low
2025-05-18 12:00:00,41.866810739,-87.625817031,4.0,Low
2025-05-18 11:15:00,41.894993064,-87.634159515,7.0,Medium
2025-05-18 11:00:00,41.880404956,-87.624356147,7.0,Medium
2025-05-18 10:47:00,41.884650262,-87.627915459,8.0,High
2025-05-18 09:12:00,41.886169843,-87.620686081,2.0,Low
2025-05-18 08:00:00,41.890013524,-87.631664996,4.0,Low
2025-05-18 07:11:00,41.886202772,-87.620685715,7.0,Medium
2025-05-18 06:00:00,41.890777731,-87.634580101,8.0,High
2025-05-18 05:30:00,41.891946946,-87.629664215,10.0,High
2025-05-18 03:42:00,41.893344883,-87.623603367,9.0,High
2025-05-18 03:31:00,41.891259443,-87.632569542,6.0,Medium
2025-05-18 03:30:00,41.885367342,-87.626266013,7.0,Medium
2025-05-18 03:10:00,41.884534086,-87.646781557,8.0,High
2025-05-18 03:00:00,41.889393149,-87.632534851,4.0,Low
2025-05-18 03:00:00,41.890013524,-87.631664996,7.0,Medium
2025-05-18 02:49:00,41.889751946,-87.631072891,6.0,Medium
2025-05-18 02:18:00,41.889245439,-87.628577391,2.0,Low
2025-05-18 02:00:00,41.893541578,-87.629701805,4.0,Low
2025-05-18 01:45:00,41.890849769,-87.628853572,8.0,High
2025-05-18 01:30:00,41.893223483,-87.63153437,7.0,Medium
2025-05-18 01:30:00,41.893223483,-87.63153437,4.0,Low
2025-05-18 01:00:00,41.891912441,-87.626726383,8.0,High
2025-05-18 00:39:00,41.893163281,-87.636067309,8.0,High
2025-05-18 00:00:00,41.893429499,-87.635619998,4.0,Low
2025-05-17 23:34:00,41.893646656,-87.631177143,8.0,High
2025-05-17 23:00:00,41.893179406,-87.634656764,4.0,Low
2025-05-17 23:00:00,41.893179406,-87.634656764,7.0,Medium
2025-05-17 23:00:00,41.884457946,-87.624315012,8.0,High
2025-05-17 22:15:00,41.891070406,-87.616613661,4.0,Low
2025-05-17 21:30:00,41.875212095,-87.62601445,8.0,High
2025-05-17 21:20:00,41.8926701,-87.628106353,4.0,Low
2025-05-17 21:00:00,41.883389467,-87.648574865,8.0,High
2025-05-17 20:27:00,41.874215036,-87.631683611,8.0,High
2025-05-17 19:00:00,41.866723331,-87.629456275,4.0,Low
2025-05-17 19:00:00,41.866977138,-87.622544036,3.0,Low
2025-05-17 18:36:00,41.867428687,-87.626342565,2.0,Low
2025-05-17 18:25:00,41.868541914,-87.639235361,7.0,Medium
2025-05-17 18:07:00,41.87765536,-87.629284917,5.0,Medium
2025-05-17 17:30:00,41.87950297,-87.626723575,7.0,Medium
2025-05-17 17:30:00,41.883475491,-87.627876969,4.0,Low
2025-05-17 17:18:00,41.880008473,-87.642603435,4.0,Low
2025-05-17 17:00:00,41.885702079,-87.642031644,4.0,Low
2025-05-17 16:45:00,41.876091673,-87.642476707,4.0,Low
2025-05-17 16:39:00,41.86821682,-87.6304532,5.0,Medium
2025-05-17 15:45:00,41.878840427,-87.639582928,7.0,Medium
2025-05-17 15:43:00,41.893300916,-87.626262992,4.0,Low
2025-05-17 14:25:00,41.881446731,-87.627752399,7.0,Medium
2025-05-17 14:00:00,41.885762846,-87.624094929,7.0,Medium
2025-05-17 14:00:00,41.883831371,-87.648588508,7.0,Medium
2025-05-17 13:35:00,41.891694878,-87.626155832,7.0,Medium
2025-05-17 13:30:00,41.891780948,-87.632585879,4.0,Low
2025-05-17 13:00:00,41.884276844,-87.622098929,7.0,Medium
2025-05-17 11:25:00,41.884249554,-87.650148454,8.0,High
2025-05-17 10:40:00,41.881556538,-87.627758535,7.0,Medium
2025-05-17 10:00:00,41.887900618,-87.637101434,5.0,Medium
2025-05-17 09:35:00,41.886778491,-87.649016097,4.0,Low
2025-05-17 09:10:00,41.867206743,-87.643090037,7.0,Medium
2025-05-17 08:45:00,41.883691561,-87.650918236,7.0,Medium
2025-05-17 07:40:00,41.888057631,-87.629545308,4.0,Low
2025-05-17 07:31:00,41.883754697,-87.650921237,8.0,High
2025-05-17 05:00:00,41.893541578,-87.629701805,4.0,Low
2025-05-17 04:57:00,41.893646656,-87.631177143,4.0,Low
2025-05-17 03:26:00,41.86724898,-87.640079073,4.0,Low
2025-05-17 03:10:00,41.880687961,-87.631561392,4.0,Low
2025-05-17 02:50:00,41.868165405,-87.62743954,10.0,High
2025-05-17 02:00:00,41.883831371,-87.648588508,4.0,Low
2025-05-17 02:00:00,41.862415114,-87.626816301,9.0,High
2025-05-17 01:30:00,41.895586567,-87.634733371,7.0,Medium
2025-05-17 01:20:00,41.874485237,-87.634140739,9.0,High
2025-05-17 01:11:00,41.884013483,-87.627896757,4.0,Low
2025-05-17 01:00:00,41.890013524,-87.631664996,4.0,Low
2025-05-17 01:00:00,41.893119413,-87.639244787,7.0,Medium
2025-05-17 00:00:00,41.893541578,-87.629701805,7.0,Medium
2025-05-17 00:00:00,41.884485451,-87.628783943,7.0,Medium
2025-05-16 23:00:00,41.873968788,-87.625987769,4.0,Low
2025-05-16 22:42:00,41.892458212,-87.628905681,7.0,Medium
2025-05-16 22:00:00,41.882364871,-87.626222,8.0,High
2025-05-16 22:00:00,41.882364871,-87.626222,9.0,High
2025-05-16 21:56:00,41.883221997,-87.625926112,8.0,High
2025-05-16 21:45:00,41.891809223,-87.634073037,7.0,Medium
2025-05-16 21:00:00,41.893223483,-87.63153437,4.0,Low
2025-05-16 20:40:00,41.868541914,-87.639235361,7.0,Medium
2025-05-16 20:16:00,41.890389063,-87.626673392,4.0,Low
2025-05-16 20:00:00,41.889227229,-87.630083361,7.0,Medium
2025-05-16 19:38:00,41.867428687,-87.626342565,4.0,Low
2025-05-16 19:05:00,41.88171846,-87.627760426,7.0,Medium
2025-05-16 18:20:00,41.861335178,-87.625690175,5.0,Medium
2025-05-16 18:09:00,41.891694878,-87.626155832,5.0,Medium
2025-05-16 17:41:00,41.886778491,-87.649016097,7.0,Medium
2025-05-16 17:30:00,41.889501409,-87.629595567,7.0,Medium
2025-05-16 17:00:00,41.879971053,-87.620758633,7.0,Medium
2025-05-16 16:46:00,41.890389116,-87.628021263,7.0,Medium
2025-05-16 16:28:00,41.878506591,-87.635213191,4.0,Low
2025-05-16 16:00:00,41.884276844,-87.622098929,4.0,Low
2025-05-16 16:00:00,41.874484611,-87.634037936,8.0,High
2025-05-16 15:40:00,41.876607964,-87.627644063,11.0,High
2025-05-16 15:30:00,41.894780865,-87.634914779,9.0,High
2025-05-16 14:45:00,41.871489164,-87.627516791,5.0,Medium
2025-05-16 14:25:00,41.871504164,-87.624160788,7.0,Medium
2025-05-16 14:00:00,41.880731604,-87.628828854,4.0,Low
2025-05-16 14:00:00,41.875254895,-87.627618559,7.0,Medium
2025-05-16 14:00:00,41.881642592,-87.624353482,7.0,Medium
2025-05-16 13:57:00,41.882446221,-87.627847897,7.0,Medium
2025-05-16 13:40:00,41.895003278,-87.62152816,8.0,High
2025-05-16 13:30:00,41.865397377,-87.640660777,5.0,Medium
2025-05-16 13:20:00,41.882924772,-87.626234188,11.0,High
2025-05-16 13:05:00,41.892569681,-87.622058354,7.0,Medium
2025-05-16 12:01:00,41.891694878,-87.626155832,7.0,Medium
2025-05-16 12:00:00,41.893429499,-87.635619998,6.0,Medium
2025-05-16 12:00:00,41.876607964,-87.627644063,11.0,High
2025-05-16 11:57:00,41.890047113,-87.629082751,2.0,Low
2025-05-16 11:23:00,41.867197102,-87.64376934,7.0,Medium
2025-05-16 11:15:00,41.867344428,-87.632294763,7.0,Medium
2025-05-16 11:10:00,41.881951231,-87.633060512,7.0,Medium
2025-05-16 10:37:00,41.879381337,-87.634201201,7.0,Medium
2025-05-16 10:30:00,41.888599915,-87.632510468,7.0,Medium
2025-05-16 10:30:00,41.895407139,-87.624263706,4.0,Low
2025-05-16 10:00:00,41.882058491,-87.650876858,8.0,High
2025-05-16 10:00:00,41.883831371,-87.648588508,7.0,Medium
2025-05-16 09:54:00,41.868011404,-87.632764758,4.0,Low
2025-05-16 07:30:00,41.881883933,-87.640060441,4.0,Low
2025-05-16 07:25:00,41.880687759,-87.631528345,8.0,High
2025-05-16 06:26:00,41.874363279,-87.643013039,8.0,High
2025-05-16 04:15:00,41.890057206,-87.628491342,6.0,Medium
2025-05-16 03:30:00,41.892694698,-87.626750816,10.0,High
2025-05-16 02:55:00,41.879381337,-87.634201201,7.0,Medium
2025-05-16 01:00:00,41.861161041,-87.627270627,4.0,Low
2025-05-16 00:35:00,41.861161041,-87.627270627,4.0,Low
2025-05-16 00:24:00,41.872910562,-87.63062942,9.0,High
2025-05-16 00:24:00,41.887709569,-87.64868665,4.0,Low
2025-05-15 23:00:00,41.872709056,-87.624187857,4.0,Low
2025-05-15 22:30:00,41.874363279,-87.643013039,8.0,High
2025-05-15 22:30:00,41.885701414,-87.643746666,7.0,Medium
2025-05-15 22:30:00,41.893163281,-87.636067309,8.0,High
2025-05-15 22:18:00,41.890055498,-87.628660303,6.0,Medium
2025-05-15 22:00:00,41.865425001,-87.621393773,8.0,High
2025-05-15 21:40:00,41.893163281,-87.636067309,4.0,Low
2025-05-15 20:40:00,41.86821682,-87.6304532,5.0,Medium
2025-05-15 19:58:00,41.893163281,-87.636067309,4.0,Low
2025-05-15 19:00:00,41.881642592,-87.624353482,7.0,Medium
2025-05-15 19:00:00,41.886762429,-87.650466894,7.0,Medium
2025-05-15 18:51:00,41.893469034,-87.632648229,7.0,Medium
2025-05-15 18:00:00,41.876663435,-87.64767362,8.0,High
2025-05-15 16:30:00,41.867428687,-87.626342565,8.0,High
2025-05-15 15:41:00,41.893469034,-87.632648229,7.0,Medium
2025-05-15 15:15:00,41.895140898,-87.624255632,7.0,Medium
2025-05-15 15:00:00,41.885701414,-87.643746666,8.0,High
2025-05-15 14:00:00,41.883646768,-87.637055812,8.0,High
2025-05-15 14:00:00,41.885730611,-87.625542215,5.0,Medium
2025-05-15 13:45:00,41.885112119,-87.624484053,7.0,Medium
2025-05-15 13:43:00,41.889575091,-87.634020278,4.0,Low
2025-05-15 13:03:00,41.893469034,-87.632648229,5.0,Medium
2025-05-15 13:00:00,41.881104369,-87.632342674,7.0,Medium
2025-05-15 12:10:00,41.880708104,-87.629919733,7.0,Medium
2025-05-15 12:06:00,41.889575091,-87.634020278,7.0,Medium
2025-05-15 12:01:00,41.894993403,-87.622148996,7.0,Medium
2025-05-15 11:00:00,41.880521497,-87.644863603,4.0,Low
2025-05-15 10:45:00,41.865425001,-87.621393773,8.0,High
2025-05-15 10:05:00,41.861161041,-87.627270627,4.0,Low
2025-05-15 09:10:00,41.891135724,-87.628049777,4.0,Low
2025-05-15 08:05:00,41.889501311,-87.644972855,8.0,High
2025-05-15 03:54:00,41.861335178,-87.625690175,5.0,Medium
2025-05-15 03:49:00,41.875734776,-87.623552228,5.0,Medium
2025-05-15 02:30:00,41.87766908,-87.629284766,10.0,High
2025-05-14 23:14:00,41.892628411,-87.63115524,7.0,Medium
2025-05-14 22:48:00,41.875755123,-87.621962097,2.0,Low
2025-05-14 22:04:00,41.88548283,-87.633921684,8.0,High
2025-05-14 22:00:00,41.86514907,-87.627373598,7.0,Medium
2025-05-14 21:20:00,41.893469034,-87.632648229,7.0,Medium
2025-05-14 20:30:00,41.870904543,-87.627501193,7.0,Medium
2025-05-14 20:23:00,41.874381838,-87.641536792,4.0,Low
2025-05-14 20:08:00,41.868116071,-87.632378118,8.0,High
2025-05-14 19:36:00,41.884276844,-87.622098929,7.0,Medium
2025-05-14 19:30:00,41.885730611,-87.625542215,7.0,Medium
2025-05-14 19:09:00,41.881446731,-87.627752399,7.0,Medium
2025-05-14 19:00:00,41.890540948,-87.645817429,7.0,Medium
2025-05-14 18:50:00,41.868256175,-87.632402287,7.0,Medium
2025-05-14 18:46:00,41.882394062,-87.627844798,7.0,Medium
2025-05-14 18:30:00,41.886792861,-87.648204327,7.0,Medium
2025-05-14 18:16:00,41.864493678,-87.639158,8.0,High
2025-05-14 18:15:00,41.891809223,-87.634073037,7.0,Medium
2025-05-14 18:15:00,41.891062111,-87.617043461,7.0,Medium
2025-05-14 18:00:00,41.893646656,-87.631177143,7.0,Medium
2025-05-14 18:00:00,41.891133566,-87.624134682,4.0,Low
2025-05-14 18:00:00,41.890724284,-87.642528399,4.0,Low
2025-05-14 18:00:00,41.891133566,-87.624134682,7.0,Medium
2025-05-14 17:30:00,41.868099304,-87.632778484,7.0,Medium
2025-05-14 17:20:00,41.893007898,-87.632631233,7.0,Medium
2025-05-14 16:45:00,41.884470703,-87.633102775,7.0,Medium
2025-05-14 16:00:00,41.867430279,-87.626155308,2.0,Low
2025-05-14 15:20:00,41.886816645,-87.629896796,8.0,High
2025-05-14 15:15:00,41.879542637,-87.625144154,7.0,Medium
2025-05-14 15:15:00,41.879542637,-87.625144154,4.0,Low
2025-05-14 15:04:00,41.888081232,-87.628024615,2.0,Low
2025-05-14 14:25:00,41.881446731,-87.627752399,7.0,Medium
2025-05-14 14:05:00,41.868256175,-87.632402287,5.0,Medium
2025-05-14 13:55:00,41.881582612,-87.626197575,7.0,Medium
2025-05-14 13:45:00,41.887076638,-87.627991596,4.0,Low
2025-05-14 13:40:00,41.879396635,-87.632658775,8.0,High
2025-05-14 13:15:00,41.882389156,-87.624374606,7.0,Medium
2025-05-14 12:56:00,41.89488209,-87.627681669,10.0,High
2025-05-14 12:00:00,41.879396635,-87.632658775,7.0,Medium
2025-05-14 12:00:00,41.896083132,-87.629765732,4.0,Low
2025-05-14 11:40:00,41.887709569,-87.64868665,8.0,High
2025-05-14 11:24:00,41.883212889,-87.629804125,8.0,High
2025-05-14 10:30:00,41.888993854,-87.626934833,4.0,Low
2025-05-14 10:07:00,41.877469064,-87.648395724,7.0,Medium
2025-05-14 10:00:00,41.885702079,-87.642031644,5.0,Medium
2025-05-14 09:30:00,41.891308785,-87.614359614,4.0,Low
2025-05-14 09:18:00,41.87939118,-87.633114168,4.0,Low
2025-05-14 09:11:00,41.880704482,-87.630224558,5.0,Medium
2025-05-14 09:00:00,41.878840427,-87.639582928,7.0,Medium
2025-05-14 07:30:00,41.880704482,-87.630224558,7.0,Medium
2025-05-14 06:38:00,41.893646656,-87.631177143,5.0,Medium
2025-05-14 03:45:00,41.891780948,-87.632585879,2.0,Low
2025-05-14 03:34:00,41.885325435,-87.627930066,10.0,High
2025-05-14 01:54:00,41.884352808,-87.623287922,2.0,Low
2025-05-14 00:45:00,41.879410537,-87.631340358,4.0,Low
2025-05-14 00:00:00,41.891308785,-87.614359614,7.0,Medium
2025-05-13 22:15:00,41.868107536,-87.632778394,7.0,Medium
2025-05-13 22:15:00,41.868107536,-87.632778394,10.0,High
2025-05-13 21:40:00,41.893179585,-87.634686145,7.0,Medium
2025-05-13 21:30:00,41.884433858,-87.641968197,7.0,Medium
2025-05-13 20:50:00,41.877981539,-87.644608125,8.0,High
2025-05-13 20:20:00,41.890777731,-87.634580101,4.0,Low
2025-05-13 19:48:00,41.883216931,-87.628673023,8.0,High
2025-05-13 19:20:00,41.884494554,-87.627138636,4.0,Low
2025-05-13 18:45:00,41.88679038,-87.648248423,8.0,High
2025-05-13 18:45:00,41.889134134,-87.648737546,6.0,Medium
2025-05-13 18:43:00,41.884650262,-87.627915459,2.0,Low
2025-05-13 18:31:00,41.890497021,-87.645814228,7.0,Medium
2025-05-13 18:25:00,41.891284721,-87.64583149,8.0,High
2025-05-13 18:20:00,41.89036711,-87.626673634,2.0,Low
2025-05-13 18:05:00,41.893223483,-87.63153437,7.0,Medium
2025-05-13 18:02:00,41.891694878,-87.626155832,4.0,Low
2025-05-13 18:00:00,41.884276844,-87.622098929,10.0,High
2025-05-13 17:57:00,41.88233367,-87.627841791,7.0,Medium
2025-05-13 17:50:00,41.874165851,-87.620577113,8.0,High
2025-05-13 17:30:00,41.875321281,-87.62059365,7.0,Medium
2025-05-13 17:30:00,41.882470918,-87.627847625,5.0,Medium
2025-05-13 17:30:00,41.889976467,-87.634588834,7.0,Medium
2025-05-13 17:28:00,41.875176533,-87.633648526,7.0,Medium
2025-05-13 17:15:00,41.867428687,-87.626342565,8.0,High
2025-05-13 16:53:00,41.8945086,-87.622742041,7.0,Medium
2025-05-13 16:40:00,41.891694878,-87.626155832,5.0,Medium
2025-05-13 16:30:00,41.873891377,-87.620569148,8.0,High
2025-05-13 16:26:00,41.873762361,-87.620563238,7.0,Medium
2025-05-13 16:26:00,41.885112119,-87.624484053,7.0,Medium
2025-05-13 16:20:00,41.894078738,-87.627797026,4.0,Low
2025-05-13 16:10:00,41.889060476,-87.646512736,8.0,High
2025-05-13 15:10:00,41.867251542,-87.639594427,7.0,Medium
2025-05-13 15:04:00,41.86821682,-87.6304532,5.0,Medium
2025-05-13 12:59:00,41.88233367,-87.627841791,9.0,High
2025-05-13 12:51:00,41.892753031,-87.624193896,7.0,Medium
