ID,Date,Primary Type,Description,Arrest,Domestic,District,Ward,Community Area,FBI Code,Latitude,Longitude,month,year,severity_score,risk_factor,in_radius,risk_level
13843440,2025-05-21 23:39:00,BURGLARY,FORCIBLE ENTRY,False,False,7,16,67,05,41.780477291,-87.665454709,5,2025,6.0,8.0,False,High
13843477,2025-05-21 23:37:00,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,False,True,20,48,77,04B,41.985999837,-87.655266727,5,2025,6.0,9.0,False,High
13843443,2025-05-21 23:30:00,CRIMINAL DAMAGE,TO VEHICLE,False,False,11,37,23,14,41.89605118,-87.72610166,5,2025,4.0,6.0,False,Medium
13843486,2025-05-21 23:26:00,ASSAULT,AGGRAVATED - HANDGUN,False,False,18,27,8,04A,41.896774009,-87.640942565,5,2025,7.0,9.0,False,High
13843449,2025-05-21 23:26:00,NARCOTICS,POSSESS - PCP,True,False,10,24,29,18,41.865207022,-87.722704015,5,2025,5.0,5.0,False,Medium
13844157,2025-05-21 23:15:00,THEFT,OVER $500,False,False,16,39,12,06,41.992469149,-87.75476527,5,2025,5.0,7.0,False,Medium
13843442,2025-05-21 23:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,11,28,25,08B,41.886524426,-87.744256733,5,2025,6.0,9.0,False,High
13843450,2025-05-21 23:05:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,True,True,25,29,25,26,41.911809721,-87.778952207,5,2025,3.0,4.0,False,Low
13843426,2025-05-21 23:04:00,ASSAULT,SIMPLE,True,False,20,48,77,08A,41.985999837,-87.655266727,5,2025,7.0,7.0,False,Medium
13843435,2025-05-21 23:02:00,CRIMINAL DAMAGE,TO VEHICLE,False,True,7,6,69,14,41.767835088,-87.631066153,5,2025,4.0,7.0,True,Medium
13843894,2025-05-21 23:00:00,THEFT,OVER $500,False,False,8,17,66,06,41.764551488,-87.692319363,5,2025,5.0,7.0,False,Medium
13844641,2025-05-21 23:00:00,OTHER OFFENSE,TELEPHONE THREAT,False,False,25,35,22,08A,41.923428356,-87.716960682,5,2025,3.0,5.0,False,Medium
13843614,2025-05-21 23:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,3,5,43,07,41.76895106,-87.57148207,5,2025,6.0,8.0,False,High
13843786,2025-05-21 23:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,5,21,53,07,41.678833416,-87.639531587,5,2025,6.0,8.0,False,High
13843767,2025-05-21 23:00:00,THEFT,THEFT FROM MOTOR VEHICLE,False,False,14,1,22,06,41.922096375,-87.693691865,5,2025,5.0,7.0,False,Medium
13844030,2025-05-21 23:00:00,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,False,False,1,34,28,02,41.874383587,-87.641371544,5,2025,9.0,11.0,False,High
13843710,2025-05-21 23:00:00,BURGLARY,FORCIBLE ENTRY,False,False,3,5,43,05,41.769858422,-87.5709178,5,2025,6.0,8.0,False,High
13843408,2025-05-21 22:43:00,CRIMINAL DAMAGE,TO PROPERTY,False,False,10,22,30,14,41.837660718,-87.724367763,5,2025,4.0,6.0,False,Medium
13843484,2025-05-21 22:40:00,ROBBERY,ARMED - HANDGUN,False,False,24,50,2,03,42.018829157,-87.690180425,5,2025,8.0,10.0,False,High
13843621,2025-05-21 22:37:00,CRIMINAL DAMAGE,TO VEHICLE,False,True,5,9,49,14,41.709795724,-87.628383758,5,2025,4.0,7.0,False,Medium
13843517,2025-05-21 22:31:00,THEFT,RETAIL THEFT,False,False,19,46,3,06,41.962357355,-87.655528491,5,2025,5.0,7.0,False,Medium
13843575,2025-05-21 22:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,18,2,8,07,41.891791478,-87.620917415,5,2025,6.0,8.0,False,High
13843428,2025-05-21 22:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,24,49,1,08B,42.016030425,-87.66903815,5,2025,6.0,9.0,False,High
13843416,2025-05-21 22:29:00,BATTERY,SIMPLE,False,False,9,15,61,08B,41.807977807,-87.644089336,5,2025,6.0,8.0,False,High
13843420,2025-05-21 22:28:00,ASSAULT,SIMPLE,False,False,5,10,54,08A,41.644608279,-87.613581972,5,2025,7.0,9.0,False,High
13843574,2025-05-21 22:28:00,CRIMINAL DAMAGE,TO VEHICLE,False,False,9,3,37,14,41.80983363,-87.634213333,5,2025,4.0,6.0,False,Medium
13843437,2025-05-21 22:20:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,True,False,17,33,14,15,41.970925467,-87.71343243,5,2025,7.0,7.0,False,Medium
13843690,2025-05-21 22:15:00,THEFT,THEFT FROM MOTOR VEHICLE,False,False,5,9,53,06,41.664351361,-87.639050275,5,2025,5.0,7.0,False,Medium
13844155,2025-05-21 22:00:00,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,False,False,7,15,67,07,41.778534805,-87.670274038,5,2025,6.0,8.0,False,High
13843519,2025-05-21 22:00:00,OTHER OFFENSE,TELEPHONE THREAT,False,False,19,47,4,08A,41.962197201,-87.688709646,5,2025,3.0,5.0,False,Medium
13843566,2025-05-21 22:00:00,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,False,False,9,20,61,07,41.801616419,-87.643607373,5,2025,6.0,8.0,False,High
13843562,2025-05-21 22:00:00,THEFT,THEFT FROM MOTOR VEHICLE,False,False,20,48,77,06,41.989431234,-87.669550197,5,2025,5.0,7.0,False,Medium
13843418,2025-05-21 22:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,5,21,53,08B,41.682468145,-87.659103605,5,2025,6.0,9.0,False,High
13845338,2025-05-21 22:00:00,THEFT,$500 AND UNDER,False,False,18,2,8,06,41.910676312,-87.649187069,5,2025,5.0,7.0,False,Medium
13843434,2025-05-21 21:59:00,CRIMINAL DAMAGE,TO VEHICLE,False,False,25,31,19,14,41.925284257,-87.756188466,5,2025,4.0,6.0,False,Medium
13843400,2025-05-21 21:53:00,THEFT,OVER $500,False,True,11,28,26,06,41.882361996,-87.737986083,5,2025,5.0,8.0,False,High
13843374,2025-05-21 21:52:00,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",False,False,12,27,28,08A,41.877565688,-87.684893829,5,2025,7.0,9.0,False,High
13843441,2025-05-21 21:51:00,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,False,False,9,16,61,04B,41.796809406,-87.664658051,5,2025,6.0,8.0,False,High
13843498,2025-05-21 21:50:00,BATTERY,SIMPLE,False,False,25,29,18,08B,41.923669844,-87.806243671,5,2025,6.0,8.0,False,High
13843398,2025-05-21 21:50:00,ROBBERY,ARMED - HANDGUN,False,False,12,27,27,03,41.886493289,-87.700242574,5,2025,8.0,10.0,False,High
13843471,2025-05-21 21:40:00,STALKING,SIMPLE,False,True,8,16,66,08A,41.785277851,-87.693561287,5,2025,6.0,9.0,False,High
13844885,2025-05-21 21:40:00,CRIMINAL DAMAGE,TO PROPERTY,False,False,1,4,35,14,41.845067842,-87.620463433,5,2025,4.0,6.0,False,Medium
13845229,2025-05-21 21:39:00,THEFT,RETAIL THEFT,False,False,18,43,7,06,41.921904892,-87.642636783,5,2025,5.0,7.0,False,Medium
13843378,2025-05-21 21:39:00,THEFT,RETAIL THEFT,True,False,25,36,19,06,41.930946496,-87.788962647,5,2025,5.0,5.0,False,Medium
13843576,2025-05-21 21:30:00,ROBBERY,ARMED - HANDGUN,False,False,3,5,42,03,41.782891162,-87.588505764,5,2025,8.0,10.0,False,High
13843608,2025-05-21 21:30:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,False,False,25,31,19,26,41.933313473,-87.75013662,5,2025,3.0,5.0,False,Medium
13845948,2025-05-21 21:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,5,9,49,07,41.688290102,-87.611850491,5,2025,6.0,8.0,False,High
13843447,2025-05-21 21:21:00,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",True,False,16,41,76,08B,41.978108446,-87.904122758,5,2025,6.0,6.0,False,Medium
13843385,2025-05-21 21:18:00,BATTERY,DOMESTIC BATTERY SIMPLE,True,True,3,5,43,08B,41.767888539,-87.585189605,5,2025,6.0,7.0,False,Medium
13843404,2025-05-21 21:16:00,BATTERY,DOMESTIC BATTERY SIMPLE,True,True,8,23,57,08B,41.797748108,-87.734317655,5,2025,6.0,7.0,False,Medium
13844221,2025-05-21 21:15:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,False,False,24,49,1,11,42.003492521,-87.664359905,5,2025,2.0,4.0,False,Low
13843742,2025-05-21 21:15:00,THEFT,RETAIL THEFT,False,False,6,6,44,06,41.737750767,-87.604855911,5,2025,5.0,7.0,False,Medium
13843593,2025-05-21 21:14:00,CRIMINAL DAMAGE,TO VEHICLE,False,False,4,7,48,14,41.729121008,-87.560903844,5,2025,4.0,6.0,False,Medium
13843376,2025-05-21 21:10:00,NARCOTICS,POSSESS - COCAINE,True,False,11,28,26,18,41.880715469,-87.726456188,5,2025,5.0,5.0,False,Medium
13843455,2025-05-21 21:10:00,BURGLARY,FORCIBLE ENTRY,False,False,12,36,23,05,41.897524786,-87.704673571,5,2025,6.0,8.0,False,High
13843351,2025-05-21 21:04:00,BATTERY,SIMPLE,False,False,18,42,8,08B,41.88993496,-87.637696349,5,2025,6.0,8.0,False,High
13844412,2025-05-21 21:04:00,THEFT,RETAIL THEFT,False,False,1,42,32,06,41.884650262,-87.627915459,5,2025,5.0,7.0,False,Medium
13844589,2025-05-21 21:00:00,THEFT,$500 AND UNDER,False,False,8,23,65,06,41.77052655,-87.71856226,5,2025,5.0,7.0,False,Medium
13844103,2025-05-21 21:00:00,BATTERY,SIMPLE,False,False,15,28,25,08B,41.878284697,-87.749337338,5,2025,6.0,8.0,False,High
13843448,2025-05-21 21:00:00,ROBBERY,STRONG ARM - NO WEAPON,False,False,11,28,27,03,41.884389103,-87.706866213,5,2025,8.0,10.0,False,High
13844584,2025-05-21 21:00:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,False,True,11,27,23,26,41.891851273,-87.710502796,5,2025,3.0,6.0,False,Medium
13843577,2025-05-21 21:00:00,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,False,False,3,6,69,07,41.761330122,-87.612737248,5,2025,6.0,8.0,False,High
13844132,2025-05-21 21:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,25,29,25,08B,41.913324263,-87.781172894,5,2025,6.0,9.0,False,High
13846521,2025-05-21 21:00:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,False,False,18,42,8,11,41.894243758,-87.634138304,5,2025,2.0,4.0,False,Low
13843624,2025-05-21 21:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,14,35,21,07,41.932788704,-87.70377246,5,2025,6.0,8.0,False,High
13843348,2025-05-21 21:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,True,True,4,10,46,08B,41.733289529,-87.549947051,5,2025,6.0,7.0,False,Medium
13844338,2025-05-21 21:00:00,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,False,False,1,42,32,03,41.887615307,-87.624555539,5,2025,8.0,10.0,False,High
13843394,2025-05-21 20:58:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,5,9,54,08B,41.658138493,-87.613672862,5,2025,6.0,9.0,False,High
13843825,2025-05-21 20:54:00,ASSAULT,SIMPLE,False,True,5,9,49,08A,41.701101193,-87.612377428,5,2025,7.0,10.0,False,High
13844170,2025-05-21 20:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,4,8,45,08B,41.738849038,-87.577744373,5,2025,6.0,9.0,False,High
13843340,2025-05-21 20:43:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,17,30,16,08B,41.939991512,-87.728125505,5,2025,6.0,9.0,False,High
13843406,2025-05-21 20:40:00,THEFT,RETAIL THEFT,True,False,25,37,25,06,41.909636288,-87.745300725,5,2025,5.0,5.0,False,Medium
13843415,2025-05-21 20:39:00,ASSAULT,SIMPLE,False,False,19,46,6,08A,41.94933263,-87.64847244,5,2025,7.0,9.0,False,High
13843279,2025-05-21 20:35:00,ASSAULT,SIMPLE,False,False,25,35,20,08A,41.921658931,-87.727905606,5,2025,7.0,9.0,False,High
13843438,2025-05-21 20:35:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,5,9,53,08B,41.677967315,-87.627991782,5,2025,6.0,9.0,False,High
13843396,2025-05-21 20:35:00,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,False,True,5,9,50,04B,41.692364149,-87.605987023,5,2025,6.0,9.0,False,High
13843689,2025-05-21 20:35:00,THEFT,THEFT FROM MOTOR VEHICLE,False,False,5,9,49,06,41.699933053,-87.619120895,5,2025,5.0,7.0,False,Medium
13843380,2025-05-21 20:32:00,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,False,False,12,28,28,04B,41.864063293,-87.659042047,5,2025,6.0,8.0,False,High
13843718,2025-05-21 20:30:00,CRIMINAL DAMAGE,TO VEHICLE,False,False,1,4,35,14,41.845111769,-87.620466615,5,2025,4.0,6.0,False,Medium
13843605,2025-05-21 20:30:00,CRIMINAL DAMAGE,TO VEHICLE,False,True,2,3,40,14,41.801538809,-87.616145232,5,2025,4.0,7.0,False,Medium
13847109,2025-05-21 20:30:00,THEFT,RETAIL THEFT,False,False,8,14,63,06,41.803671998,-87.703846021,5,2025,5.0,7.0,False,Medium
13843845,2025-05-21 20:28:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,False,False,2,3,38,26,41.815549785,-87.623002912,5,2025,3.0,5.0,False,Medium
13843322,2025-05-21 20:19:00,CRIMINAL TRESPASS,TO LAND,True,False,7,6,69,26,41.764632089,-87.628311641,5,2025,3.0,3.0,True,Low
13843296,2025-05-21 20:16:00,THEFT,$500 AND UNDER,False,True,3,5,43,06,41.769417774,-87.569856281,5,2025,5.0,8.0,False,High
13843367,2025-05-21 20:15:00,CRIMINAL TRESPASS,TO LAND,False,False,12,36,24,26,41.895707234,-87.690146368,5,2025,3.0,5.0,False,Medium
13843327,2025-05-21 20:13:00,NARCOTICS,POSSESS - SYNTHETIC DRUGS,True,False,11,28,26,18,41.879060948,-87.728065506,5,2025,5.0,5.0,False,Medium
13843303,2025-05-21 20:10:00,ASSAULT,SIMPLE,False,False,12,27,28,08A,41.877532811,-87.672387519,5,2025,7.0,9.0,False,High
13843371,2025-05-21 20:07:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,True,False,6,8,44,15,41.747645629,-87.603384519,5,2025,7.0,7.0,False,Medium
13843310,2025-05-21 20:07:00,BATTERY,SIMPLE,False,False,9,15,61,08B,41.8085271,-87.672653492,5,2025,6.0,8.0,False,High
13843430,2025-05-21 20:05:00,BATTERY,SIMPLE,True,False,14,1,22,08B,41.918034797,-87.698615527,5,2025,6.0,6.0,False,Medium
13843393,2025-05-21 20:03:00,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,False,False,9,12,58,07,41.827922103,-87.699656879,5,2025,6.0,8.0,False,High
13843318,2025-05-21 20:02:00,ROBBERY,ARMED - HANDGUN,False,False,10,24,29,03,41.852500536,-87.730911032,5,2025,8.0,10.0,False,High
13844918,2025-05-21 20:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,9,12,59,08B,41.829824529,-87.685019955,5,2025,6.0,9.0,False,High
13843946,2025-05-21 20:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,2,4,36,07,41.827643984,-87.607235253,5,2025,6.0,8.0,False,High
13844160,2025-05-21 20:00:00,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,False,False,12,27,28,07,41.885370643,-87.664848111,5,2025,6.0,8.0,False,High
13844828,2025-05-21 20:00:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,False,True,8,14,58,26,41.80779181,-87.703963414,5,2025,3.0,6.0,False,Medium
13843602,2025-05-21 20:00:00,THEFT,$500 AND UNDER,False,False,7,16,67,06,41.779273063,-87.676972155,5,2025,5.0,7.0,False,Medium
13843552,2025-05-21 20:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,5,9,53,07,41.664238806,-87.639044165,5,2025,6.0,8.0,False,High
13843708,2025-05-21 20:00:00,BURGLARY,BURGLARY FROM MOTOR VEHICLE,False,False,6,8,44,06,41.748531331,-87.600255932,5,2025,6.0,8.0,False,High
13843299,2025-05-21 19:53:00,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,True,False,15,28,25,07,41.877616294,-87.751194088,5,2025,6.0,6.0,False,Medium
13843302,2025-05-21 19:51:00,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,False,False,11,27,27,17,41.879216057,-87.699837043,5,2025,8.0,10.0,False,High
13843273,2025-05-21 19:49:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,False,True,16,38,17,26,41.942514896,-87.78985669,5,2025,3.0,6.0,False,Medium
13843311,2025-05-21 19:47:00,ASSAULT,SIMPLE,False,True,4,7,46,08A,41.745894214,-87.55399693,5,2025,7.0,10.0,False,High
13843304,2025-05-21 19:42:00,CRIMINAL TRESPASS,TO LAND,False,False,18,2,8,26,41.891352349,-87.615181817,5,2025,3.0,5.0,False,Medium
13843314,2025-05-21 19:40:00,ASSAULT,SIMPLE,False,True,9,12,58,08A,41.819421791,-87.704414517,5,2025,7.0,10.0,False,High
13843313,2025-05-21 19:40:00,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,False,False,10,22,30,03,41.844231064,-87.726030383,5,2025,8.0,10.0,False,High
13843278,2025-05-21 19:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,2,4,38,08B,41.80685216,-87.611394731,5,2025,6.0,9.0,False,High
13843358,2025-05-21 19:39:00,CRIMINAL TRESPASS,TO RESIDENCE,False,False,2,4,35,26,41.825707324,-87.613465042,5,2025,3.0,5.0,False,Medium
13843288,2025-05-21 19:34:00,ASSAULT,AGGRAVATED - HANDGUN,False,False,4,10,52,04A,41.68946297,-87.531667685,5,2025,7.0,9.0,False,High
13845043,2025-05-21 19:33:00,ASSAULT,SIMPLE,False,False,19,46,3,08A,41.961336068,-87.64989918,5,2025,7.0,9.0,False,High
13843316,2025-05-21 19:31:00,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,False,True,4,8,48,04B,41.73095206,-87.588003347,5,2025,6.0,9.0,False,High
13843199,2025-05-21 19:31:00,THEFT,RETAIL THEFT,True,False,25,29,25,06,41.908452786,-87.765880756,5,2025,5.0,5.0,False,Medium
13844382,2025-05-21 19:31:00,THEFT,OVER $500,False,False,16,41,76,06,41.976762981,-87.900983721,5,2025,5.0,7.0,False,Medium
13843625,2025-05-21 19:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,4,10,52,07,41.708219276,-87.533474591,5,2025,6.0,8.0,False,High
13843410,2025-05-21 19:30:00,BATTERY,SIMPLE,False,False,6,6,69,08B,41.752297956,-87.605230173,5,2025,6.0,8.0,False,High
13843854,2025-05-21 19:30:00,BURGLARY,BURGLARY FROM MOTOR VEHICLE,False,False,17,33,16,06,41.961253689,-87.697657333,5,2025,6.0,8.0,False,High
13843370,2025-05-21 19:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,11,37,23,08B,41.8959115,-87.729798022,5,2025,6.0,9.0,False,High
13844230,2025-05-21 19:30:00,THEFT,OVER $500,False,False,12,27,24,06,41.890516252,-87.645817694,5,2025,5.0,7.0,False,Medium
13843951,2025-05-21 19:30:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,False,True,3,20,42,26,41.777922956,-87.593014081,5,2025,3.0,6.0,False,Medium
13844479,2025-05-21 19:30:00,THEFT,$500 AND UNDER,False,False,19,47,5,06,41.949006338,-87.688320563,5,2025,5.0,7.0,False,Medium
13844627,2025-05-21 19:30:00,BATTERY,SIMPLE,False,False,22,19,72,08B,41.700094791,-87.681421463,5,2025,6.0,8.0,False,High
13844585,2025-05-21 19:26:00,CRIMINAL TRESPASS,TO LAND,False,False,25,36,19,26,41.916975644,-87.742341751,5,2025,3.0,5.0,False,Medium
13843353,2025-05-21 19:24:00,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,True,False,22,21,73,26,41.722413742,-87.643242566,5,2025,3.0,3.0,False,Low
13843317,2025-05-21 19:21:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,9,14,63,08B,41.800353336,-87.690319622,5,2025,6.0,9.0,False,High
13843272,2025-05-21 19:21:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,16,38,17,08B,41.948463365,-87.779880912,5,2025,6.0,9.0,False,High
13843403,2025-05-21 19:20:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,True,False,8,18,66,15,41.762419957,-87.683180808,5,2025,7.0,7.0,False,Medium
13843158,2025-05-21 19:20:00,NARCOTICS,POSSESS - CRACK,True,False,11,28,26,18,41.878026259,-87.721829238,5,2025,5.0,5.0,False,Medium
13843395,2025-05-21 19:17:00,CRIMINAL DAMAGE,TO PROPERTY,False,True,5,21,53,14,41.675505794,-87.633403156,5,2025,4.0,7.0,False,Medium
13843329,2025-05-21 19:15:00,BATTERY,SIMPLE,False,False,19,46,3,08B,41.965426344,-87.655227542,5,2025,6.0,8.0,False,High
13844239,2025-05-21 19:10:00,THEFT,$500 AND UNDER,False,False,22,19,74,06,41.696422149,-87.705943836,5,2025,5.0,7.0,False,Medium
13843294,2025-05-21 19:05:00,THEFT,RETAIL THEFT,False,False,9,20,61,06,41.808634077,-87.645527495,5,2025,5.0,7.0,False,Medium
13843179,2025-05-21 19:01:00,PROSTITUTION,OTHER PROSTITUTION OFFENSE,True,False,25,36,19,16,41.924067737,-87.759308156,5,2025,4.0,4.0,False,Low
13843334,2025-05-21 19:00:00,DECEPTIVE PRACTICE,STATE BENEFITS FRAUD,False,True,15,37,25,11,41.884839745,-87.763346491,5,2025,2.0,5.0,False,Medium
13845194,2025-05-21 19:00:00,CRIMINAL DAMAGE,TO PROPERTY,False,False,19,47,5,14,41.952643225,-87.693368155,5,2025,4.0,6.0,False,Medium
13844111,2025-05-21 19:00:00,BURGLARY,FORCIBLE ENTRY,False,False,6,6,44,05,41.748835188,-87.614907186,5,2025,6.0,8.0,False,High
13843782,2025-05-21 19:00:00,THEFT,THEFT FROM MOTOR VEHICLE,False,False,4,8,43,06,41.756436569,-87.580983235,5,2025,5.0,7.0,False,Medium
13843191,2025-05-21 19:00:00,BATTERY,SIMPLE,False,False,24,49,1,08B,42.022535914,-87.673629666,5,2025,6.0,8.0,False,High
13844046,2025-05-21 19:00:00,ASSAULT,SIMPLE,False,False,3,5,43,08A,41.767245969,-87.57632989,5,2025,7.0,9.0,False,High
13843360,2025-05-21 18:57:00,BATTERY,DOMESTIC BATTERY SIMPLE,True,True,16,31,15,08B,41.939598666,-87.757933916,5,2025,6.0,7.0,False,Medium
13843470,2025-05-21 18:53:00,BURGLARY,UNLAWFUL ENTRY,False,False,18,43,7,05,41.918152384,-87.650242571,5,2025,6.0,8.0,False,High
13843297,2025-05-21 18:50:00,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,False,False,12,27,28,04B,41.877532811,-87.672387519,5,2025,6.0,8.0,False,High
13843184,2025-05-21 18:49:00,CRIMINAL DAMAGE,TO PROPERTY,False,True,10,24,29,14,41.865425914,-87.715399806,5,2025,4.0,7.0,False,Medium
13843342,2025-05-21 18:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,True,True,3,5,43,08B,41.773085006,-87.568335406,5,2025,6.0,7.0,False,Medium
13843356,2025-05-21 18:44:00,OTHER OFFENSE,TELEPHONE THREAT,False,True,3,5,43,08A,41.773120341,-87.566637641,5,2025,3.0,6.0,False,Medium
13843102,2025-05-21 18:34:00,BATTERY,DOMESTIC BATTERY SIMPLE,False,True,7,16,68,08B,41.790068437,-87.652341167,5,2025,6.0,9.0,False,High
13843499,2025-05-21 18:34:00,ASSAULT,SIMPLE,False,False,4,10,55,08A,41.65632483,-87.543514202,5,2025,7.0,9.0,False,High
13846800,2025-05-21 18:33:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,False,False,24,49,1,11,42.019887425,-87.673090304,5,2025,2.0,4.0,False,Low
13847092,2025-05-21 18:31:00,THEFT,RETAIL THEFT,False,False,1,34,32,06,41.882394062,-87.627844798,5,2025,5.0,7.0,False,Medium
13843323,2025-05-21 18:30:00,ASSAULT,SIMPLE,False,False,19,32,7,08A,41.92510186,-87.671992307,5,2025,7.0,9.0,False,High
13843154,2025-05-21 18:28:00,THEFT,$500 AND UNDER,False,False,10,25,31,06,41.852049145,-87.668491276,5,2025,5.0,7.0,False,Medium
13843198,2025-05-21 18:25:00,ROBBERY,ARMED - HANDGUN,False,False,11,27,23,03,41.890915187,-87.706413142,5,2025,8.0,10.0,False,High
13843201,2025-05-21 18:25:00,ROBBERY,ARMED - HANDGUN,False,False,12,27,23,03,41.897046877,-87.706606617,5,2025,8.0,10.0,False,High
